patent_id,claims,abstract,wipo,cpc
12353221,"1. A system, comprising: rails, including at least a first rail and a second rail; and a delivery device that travels along the rails and delivers a package, wherein, the delivery device includes: a main body; a connector that is configured to be connected to the rails, with the main body hanging from the connector, the rails being provided at a position spaced apart from a ground surface; at least one actuator that drives the connector; a lift motor that is capable of letting out and taking up a wire for unloading the package at a receiver; and a control circuit, the first rail is provided on and extends along a side wall of a ceiling portion of a facility, the facility being the receiver, the second rail is provided on an outer wall of the facility, extending in a direction from the first rail toward the outer wall of the facility, when the connector of the delivery device is slidably hung from the first rail, the control circuit: switches the connector from the first rail to the second rail by controlling the at least one actuator, to slidably hang the connector from the second rail; and after the delivery device arrives at the receiver, lets out the wire and lowers the package by controlling the lift motor.","A delivery device that travels along rails and delivers a package is provided. The rails include at least first and second rails. The delivery device includes: a main body; a connector that is configured to be connected to the rails, with the main body hanging from the connector, and with the rails being spaced apart from a ground surface; at least one actuator that drives the connector; a lift motor that is capable of taking up a wire for unloading the package; and a control circuit. When the delivery device is slidably hung from the first rail, the control circuit: switches from the first rail to the second rail by controlling the actuator; and lets out the wire and lowers the package by controlling the lift motor.",32,"B64F3/00,B64D31/00,B64U10/14,B64U10/60,B64U70/70,G05D1/0866,G05D1/101,G05D1/104,G05D1/46,B64U10/13,B64U30/20,B64U50/19,B64U2101/60,B64U2101/64,B64U2101/67,B64U2201/102,G05D2109/20"
12355529,"1. A method for wireless communication at a user equipment (UE), comprising: transmitting a capability report indicating an aperiodic channel state information measurement resource triggering offset supported by the UE, the capability report indicating the aperiodic channel state information measurement resource triggering offset that is a threshold duration after which the UE is capable of receiving one or more aperiodic channel state information measurement resources relative to receiving downlink control information; receiving a configuration of the one or more aperiodic channel state information measurement resources; receiving the downlink control information triggering a channel state information report for a first subset of aperiodic channel state information measurement resources of the one or more aperiodic channel state information measurement resources, the downlink control information based at least in part on the configuration of the one or more aperiodic channel state information measurement resources and the aperiodic channel state information measurement resource triggering offset; and transmitting the channel state information report indicating a measurement of the first subset of aperiodic channel state information measurement resources. 19. A method for wireless communication at a network device, comprising: receiving a capability report; identifying, from the capability report, a first capability indication for concurrent generation of a first channel state information report and a second channel state information report, a second capability indication for generation of the first channel state information report individually, a third capability indication for generation of the second channel state information report individually, or a combination thereof; configuring a first parameter set for the first channel state information report associated with a first type of codebook and a second parameter set for the second channel state information report associated with a second type of codebook that differs from the first type of codebook; transmitting downlink control information triggering the first channel state information report, or the second channel state information report, or a combination thereof; and receiving the first channel state information report, or the second channel state information report, or a combination thereof, based at least in part on the received downlink control information, wherein the first channel state information report is based at least in part on the first parameter set, the second channel state information report is based at least in part on the second parameter set, or a combination thereof. 8. A method for wireless communication at a user equipment (UE), comprising: receiving downlink control information that triggers a first channel state information report associated with a first type of codebook and a second channel state information report associated with a second type of codebook that differs from the first type of codebook; identifying that the second channel state information report has a higher priority than the first channel state information report; generating, based at least in part on the first type of codebook and the second type of codebook, the second channel state information report using a set of one or more channel state information processing units, wherein the second channel state information report is processed using at least a subset of channel state information processing units of the set of one or more channel state information processing units based at least in part on the second type of codebook; refraining from updating the first channel state information report based at least in part on using at least the subset of channel state information processing units of the set of one or more channel state information processing units for generating the second channel state information report; and transmitting the generated second channel state information report. 10. A method for wireless communication at a user equipment (UE), comprising: transmitting a capability report comprising a first capability indication of a UE capability for concurrent generation of a first channel state information report and a second channel state information report, a second capability indication for generation of the first channel state information report individually, a third capability indication for generation of the second channel state information report individually, or a combination thereof; receiving downlink control information triggering the first channel state information report associated with a first type of codebook, or the second channel state information report associated with a second type of codebook that differs from the first type of codebook, or a combination thereof; generating the first channel state information report using a first parameter set and the first type of codebook, or the second channel state information report using a second parameter set and the second type of codebook, or a combination thereof, based at least in part on the received downlink control information; and transmitting the first channel state information report, or the second channel state information report, or a combination thereof.","Methods, systems, and devices for wireless communications are described. A user equipment (UE) may transmit a capability report to a base station indicating a triggering offset. The base station may configure the UE with one or more channel state information (CSI) measurement resources and send downlink control information (DCI) that triggers an aperiodic CSI report for some of the CSI measurement resources. The UE may report CSI by measuring the CSI resources after the triggering offset. In some cases, CSI reporting related to the different codebook types (e. g., Type I, Type II) may be modified, where after identifying a type of codebook and determining which type of codebook to process (e. g., based on a number of CSI processing units), the UE may identify a priority associated with different CSI reports. The UE may be configured with various parameters that relax or modify the processing of Type II CSI reports.",4,"H04B7/0626,H04B7/063,H04B7/0456,H04B7/0632,H04L1/0026,H04L1/0027,H04L5/0057,H04W8/24,H04W72/542"
12244938,"1. A method comprising: estimating a scene brightness of a scene depicted in an image, the estimated scene brightness being based at least on a measure of one or more color components of the image; determining a chromaticity weighting function to apply to the image based at least on the estimated scene brightness of the scene depicted in the image; estimating at least one illuminant color corresponding to the scene by applying the chromaticity weighting function to adjust a contribution of one or more portions of the image; and adjusting one or more values corresponding to the image based at least on the at least one illuminant color. 16. A processor comprising: one or more processing units to perform operations comprising: estimating a scene brightness of an image, the estimated scene brightness being based at least on a measure of one or more color components of the image; determining a chromaticity weighting function to apply to the image based at least on the estimated scene brightness of the image; applying the chromaticity weighting function to adjust a contribution of one or more portions of the image in estimating an illuminant color of the image; and adjusting one or more values corresponding to the image based at least on the illuminant color. 8. A system comprising: one or more processing units to perform operations comprising: estimating a scene brightness of a scene depicted in an image, the estimated scene brightness being based at least on a measure of one or more color components of the image; determining a chromaticity weighting function to apply to the image based at least on the estimated scene brightness of the scene depicted in the image; estimating at least one illuminant color corresponding to the scene by applying the chromaticity weighting function to adjust a contribution of one or more portions of the image; and adjusting one or more values corresponding to the image based at least on the at least one illuminant color.","Apparatuses, systems, and techniques for white balancing an image are presented. In at least one embodiment, a chromaticity-based weighting function is determined based at least on an estimated scene brightness of the image and applied to exclude or minimize the impact of large colored portions or objects within an image when estimating an illuminant color.",2,"H04N23/88,G06T7/90,H04N9/77,H04N23/71,H04N23/76,G06T2207/10024,G06T2207/20021"
12310534,"1. A new and improved automated bun handling and toasting system, comprising: a plurality of buns comprising at least one crown bun segment and at least one heel bun segment wherein said at least one crown bun segment comprises a main curved surface and a peripheral surface, while said at least one heel bun segment comprises at least one flat main surface and a peripheral surface; a plurality of horizontally oriented bun storage tubes mounted upon a carousel, wherein each one of said plurality of horizontally oriented bun storage tubes, mounted upon said carousel, houses said plurality of buns comprising said at least one crown bun segment and said at least one heel bun segment such that said peripheral surfaces of said at least one crown bun segment and said at least one heel bun segment are disposed in contact with inner peripheral surface portions of each one of said plurality of bun storage tubes, and wherein said main curved surface of said at least crown bun segment is disposed in surface-to-surface contact with a crown surface or heel surface of another at least one crown bun segment or another at least one heel bun segment; an indexing system operatively connected to said carousel so as to rotate said carousel in a predetermined incremental manner and thereby dispose a particular one of said plurality of horizontally oriented bun storage tubes at a predetermined discharge position; a bun pusher operatively associated with said particular one of said plurality of bun storage tubes located at said predetermined discharge position for discharging a bun from said particular one of said plurality of bun storage tubes; at least one toaster appliance for receiving bun segments discharged from said particular one of said plurality of bun storage tubes and for toasting the bun segments discharged from said particular one of said plurality of bun storage tubes to a predetermined degree; and a conveyor system for conveying the bun segments discharged from said particular one of said plurality of bun storage tubes toward said at least one toaster appliance. 23. A new and improved automated bun handling and toasting system, comprising: a plurality of buns comprising at least one crown bun segment and at least one heel bun segment wherein said at least crown segment comprises a main curved surface and a peripheral surface, while said at least one heel bun segment comprises at least one flat main surface and a peripheral surface; a plurality of horizontally oriented bun storage tubes mounted upon a carousel, wherein each one of said plurality of horizontally oriented bun storage tubes, mounted upon said carousel, houses said plurality of buns comprising said at least one crown bun segment and said at least one heel bun segment such that said peripheral surfaces of said at least one crown bun segment and said at least one heel bun segment are disposed in contact with inner peripheral surface portions of each one of said plurality of bun storage tubes, and wherein said main curved surface of said at least crown bun segment is disposed in surface-to-surface contact with a crown surface or heel surface of another at least one crown bun segment or another at least one heel bun segment; a bun pusher operatively associated with a particular one of said plurality of bun storage tubes located at a predetermined discharge position for discharging a bun from said particular one of said plurality of bun storage tubes wherein said discharged bun has a vertical orientation; a bun separator for separating said discharged bun, disposed in said vertical orientation, into crown and heel bun segments disposed in horizontal orientations; at least one toaster appliance for receiving said separated bun segments disposed in said horizontal orientations from said bun separator so as to toast said bun segments to a predetermined degree; and a conveyor system for conveying said bun segments, disposed in said horizontal orientations, from said bun separator toward said at least one toaster appliance. 24. A new and improved automated method for handling and toasting buns, comprising the steps of: providing a plurality of buns comprising at least one crown bun segment and at least one heel bun segment wherein said at least one crown bun segment comprises a main curved surface and a peripheral surface, while said at least one heel bun segment comprises at least one flat main surface and a peripheral surface; providing a plurality of horizontally oriented bun storage tubes mounted upon a carousel, wherein each one of said plurality of horizontally oriented bun storage tubes, mounted upon said carousel, houses said plurality of buns comprising said at least one crown bun segment and said at least one heel bun segment such that said peripheral surfaces of said at least one crown bun segment and said at least one heel bun segment are disposed in contact with inner peripheral surface portions of each one of said plurality of bun storage tubes, and wherein said main curved surface of said at least crown bun segment is disposed in surface-to-surface contact with a crown surface or heel surface of another at least one crown bun segment or at least one heel bun segment; providing a bun pusher operatively associated with a particular one of said plurality of bun storage tubes located at a predetermined discharge position for discharging a bun from said particular one of said plurality of bun storage tubes wherein said discharged bun has a vertical orientation; separating said discharged bun, disposed in said vertical orientation, into crown and heel bun segments such that said crown and heel bun segments are now disposed in horizontal orientations; conveying said separated bun segments, disposed in said horizontal orientations, toward at least one toaster appliance; and toasting said separated bun segments, disposed in said horizontal orientations, to a predetermined degree.","A new and improved automated bun handling and toasting system and method are disclosed comprising a plurality of horizontally oriented bun storage tubes mounted upon a carousel, and an indexing system operatively connected to the carousel so as to rotate the carousel in a predetermined incremental manner and thereby dispose a particular one of the plurality of horizontally oriented bun storage tubes at a predetermined discharge position such that a bun can be discharged from the particular bun storage tube. The discharged bun has a vertical orientation, however, a bun separator separates the bun into its crown and heel bun segments which then attain horizontal orientations with the internal surface portions facing upwardly so as to pass through a toaster appliance so as to be toasted.",29,"A47J37/0864,A21B1/42,A21B1/46,A21B3/07,A21B5/02,A21C15/00,A47J36/32,A47J37/0857,A47J37/0871,B65G1/04,B65G2201/0202,B65G2203/0225,G06Q50/12"
12323205,"1. A method of wireless communication of a user equipment (UE) equipped with a first antenna panel and a second antenna panel, comprising: determining a first codebook and a second codebook associated with the first antenna panel and the second antenna panel; receiving, from a base station, a first indication for constructing, based on the first codebook, a first precoder to be applied to the first antenna panel; receiving, from the base station, a second indication for constructing, based on the second codebook, a second precoder to be applied to the second antenna panel; transmitting, through the first antenna panel, first signals generated according to the first precoder and directed to the base station; and transmitting, through the second antenna panel, second signals generated according to the second precoder and directed to a wireless device. 11. An apparatus for wireless communication, the apparatus being a user equipment (UE), comprising: a memory; and at least one processor coupled to the memory and configured to: determine a first codebook and a second codebook associated with a first antenna panel and a second antenna panel of the UE; receive, from a base station, a first indication for constructing, based on the first codebook, a first precoder to be applied to the first antenna panel; receive, from the base station, a second indication for constructing, based on the second codebook, a second precoder to be applied to the second antenna panel; transmit, through the first antenna panel, first signals generated according to the first precoder and directed to the base station; and transmit, through the second antenna panel, second signals generated according to the second precoder and directed to a wireless device.","In an aspect of the disclosure, a method, a computer-readable medium, and an apparatus are provided. The apparatus may be a UE. The UE determines a first codebook and a second codebook associated with a first antenna panel and a second antenna panel. The UE receives, from a base station, a first indication for constructing, based on the first codebook, a first precoder to be applied to the first antenna panel. The UE receives, from the base station, a second indication for constructing, based on the second codebook, a second precoder to be applied to the second antenna panel. The UE transmits, through the first antenna panel, first signals generated according to the first precoder and directed to the base station. The UE transmits, through the second antenna panel, second signals generated according to the second precoder and directed to a wireless device.",3,"H04B7/0469,H04B7/0482,H04B7/0691"
12432335,"1. An image display method comprising: obtaining first position information of eyes of an image observer and second position information of a curved display screen, the first position information includes left eye position information of a left eye of the image observer and right eye position information of a right eye of the image observer; determining third position information corresponding to a virtual flat display screen based on the first position information and the second position information; determining a mapping relationship between screen pixel points of the curved display screen and reference pixel points of the virtual flat display screen based on the first position information and the third position information, including: determining first reference pixel points on the virtual flat display screen corresponding to the left eye and second reference pixel points on the virtual flat display screen corresponding to the right eye according to the left eye position information, the right eye position information, and the third position information; determining first target position information of various first target pixel points on the curved display screen that correspond to the left eye and second target position information of various second target pixel points corresponding to the right eye; determining a first mapping relationship between the first reference pixel points and the corresponding first target pixel points based on position information of the first reference pixel points and the first target position information; and determining a second mapping relationship between the second reference pixel points and the corresponding second target pixel points based on position information of the second reference pixel points and the second target position information; determining corresponding projection pixel values, on the curved display screen, of a target image according to the mapping relationship; and displaying the target image on the curved display screen according to the projection pixel values. 13. A non-transitory computer-readable storage medium storing instructions that, when executed by a processor, cause the processor to: obtain first position information of eyes of an image observer and second position information of a curved display screen, the first position information includes left eye position information of a left eye of the image observer and right eye position information of a right eye of the image observer; determine third position information corresponding to a virtual flat display screen based on the first position information and the second position information; determine a mapping relationship between screen pixel points of the curved display screen and reference pixel points of the virtual flat display screen based on the first position information and the third position information, including: determining first reference pixel points on the virtual flat display screen corresponding to the left eye and second reference pixel points on the virtual flat display screen corresponding to the right eye according to the left eye position information, the right eye position information, and the third position information; determining first target position information of various first target pixel points on the curved display screen that correspond to the left eye and second target position information of various second target pixel points corresponding to the right eye; determining a first mapping relationship between the first reference pixel points and the corresponding first target pixel points based on position information of the first reference pixel points and the first target position information; and determining a second mapping relationship between the second reference pixel points and the corresponding second target pixel points based on position information of the second reference pixel points and the second target position information; determine corresponding projection pixel values, on the curved display screen, of a target image according to the mapping relationship; and display the target image on the curved display screen according to the projection pixel values. 7. An image display apparatus comprising: a memory storing instructions; and a processor configured to execute the instructions to: obtain first position information of eyes of an image observer and second position information of a curved display screen, the first position information includes left eye position information of a left eye of the image observer and right eye position information of a right eye of the image observer; determine third position information corresponding to a virtual flat display screen based on the first position information and the second position information, including: determining first reference pixel points on the virtual flat display screen corresponding to the left eye and second reference pixel points on the virtual flat display screen corresponding to the right eye according to the left eye position information, the right eye position information, and the third position information; determining first target position information of various first target pixel points on the curved display screen that correspond to the left eye and second target position information of various second target pixel points corresponding to the right eye; determining a first mapping relationship between the first reference pixel points and the corresponding first target pixel points based on position information of the first reference pixel points and the first target position information; and determining a second mapping relationship between the second reference pixel points and the corresponding second target pixel points based on position information of the second reference pixel points and the second target position information; determine a mapping relationship between screen pixel points of the curved display screen and reference pixel points of the virtual flat display screen based on the first position information and the third position information; determine corresponding projection pixel values, on the curved display screen, of a target image according to the mapping relationship; and display the target image on the curved display screen according to the projection pixel values.","An image display method includes obtaining first position information of eyes of an image observer and second position information of a curved display screen, determining third position information corresponding to a virtual flat display screen based on the first position information and the second position information, determining a mapping relationship between screen pixel points of the curved display screen and reference pixel points of the virtual flat display screen based on the first position information and the third position information, determining corresponding projection pixel values, on the curved display screen, of a target image according to the mapping relationship, and displaying the target image on the curved display screen according to the projection pixel values.",2,"H04N13/383,H04N13/302,H04N13/398"
12245908,"1. A mouthpiece for distribution of a liquid in a user's mouth, the mouthpiece comprising: an inlet for a tube; at least two outlets; and a single internal channel that fluidically connects the at least two outlets to each other and to the inlet, wherein the mouthpiece is configured to be positioned within a superior vestibule of the user's mouth apical to a gingival margin, wherein the mouthpiece is formed of two sheets that are bonded together, apart from in an unfixed region that defines the internal channel, such that a thickness of the mouthpiece is less than 1.0 mm, wherein a width of the mouthpiece is between 0.6 cm and 1.0 cm, and wherein a width of the internal channel is in a range of 1 mm to 3 mm. 16. A mouthpiece for distribution of a liquid in a user's mouth, the mouthpiece comprising: an inlet for a tube; at least two outlets; and a single internal channel that fluidically connects the at least two outlets to each other and to the inlet, wherein the mouthpiece is configured to be positioned within a superior vestibule of the user's mouth apical to a gingival margin, wherein the mouthpiece is formed of two sheets that are bonded together, apart from in an unfixed region that defines the internal channel, such that a thickness of the mouthpiece is less than 1.0 mm, wherein a width of the mouthpiece is between 0.6 cm and 1.0 cm, and wherein a cross-sectional width of the internal channel is between 2 and 16 times greater than a cross-sectional thickness of the internal channel. 17. A method of distributing liquid in a user's mouth, the method comprising: placing the mouthpiece according to claim 16 within a superior vestibule of the user's mouth apical to a gingival margin, and supplying liquid from a container through at least one tube and into the inlet of the mouthpiece. 18. A mouthpiece for distribution of a liquid in a user's mouth, the mouthpiece comprising: an inlet for a tube; at least two outlets; and a single internal channel that fluidically connects the at least two outlets to each other and to the inlet, wherein the mouthpiece is configured to be positioned within a superior vestibule of the user's mouth apical to a gingival margin, wherein the mouthpiece is formed of two sheets that are bonded together, apart from in an unfixed region that defines the internal channel, such that a thickness of the mouthpiece is less than 1.0 mm, wherein a width of the mouthpiece is between 0.6 cm and 1.0 cm, and wherein a cross-sectional width of the internal channel is approximately five times a cross-sectional thickness of the internal channel. 19. A method of distributing liquid in a user's mouth, the method comprising: placing the mouthpiece according to claim 18 within a superior vestibule of the user's mouth apical to a gingival margin, and supplying liquid from a container through at least one tube and into the inlet of the mouthpiece. 9. A method of distributing liquid in a user's mouth, the method comprising: placing the mouthpiece according to claim 1 within a superior vestibule of the user's mouth apical to a gingival margin, and supplying liquid from a container through at least one tube and into the inlet of the mouthpiece.","A mouthpiece for distribution of a liquid in a user's mouth, the mouthpiece comprising an inlet for a tube and an internal channel with at least two outlets, wherein the mouthpiece is configured to be positioned within a superior vestibule of the user's mouth apical to a gingival margin, wherein a thickness of the mouthpiece is less than 1 mm.",13,"A61C19/063,A61C17/024"
12248542,"1. An image forming apparatus comprising: a printer that prints an image on a recording medium; a display device; an operation device; and a control device including a processor, and configured to act as: an authentication application device that controls authentication of a user, when the processor executes an authentication application program; and a normal application device, independent from the authentication application device, when the processor executes a normal application program, wherein the authentication application device executes user authentication, when the user logs into the image forming apparatus, and causes, when permitting the user to log into the image forming apparatus, the display device to display a screen including a first button for utilizing a print function originally installed in the image forming apparatus and a second button for utilizing the normal application device, which is a newly installed function, wherein the normal application device decides, upon detecting the second button being pressed through the operation device, whether the logged-in user is authorized to utilize the normal application device, on a basis of logged-in user information indicating the normal application device accessible by the logged-in user, upon deciding that the logged-in user is authorized to utilize the normal application device, executes the activation of the normal application device, and upon deciding that the logged-in user is not authorized to utilize the normal application device, does not execute the activation of the normal application device, and wherein the control device executes, upon detecting the first button being pressed through the operation device, a predetermined process for causing the printer to perform printing.","An image forming apparatus includes an authentication application device that registers information acquired from an authentication system, and indicating a normal application accessible by a user when the user logs in in the image forming apparatus, in temporary user information, and a normal application device that decides, upon being requested to activate itself, whether the user who has logged in in the image forming apparatus is authorized to utilize the normal application device, on a basis of the temporary user information.",6,"G06F21/31,G06F21/608,G06F2221/2105"
12305111,"1. A method of cooling electrical componentry comprising immersing the electrical componentry in a bath comprising a dielectric heat transfer fluid consisting of an isoparaffinic oil containing at least one saturated hydrocarbon compound having from 8 to 50 carbon atoms and having a kinematic viscosity measured at 100° C. of 0.7 to 7.0 cSt as measured according to ASTM D445_100, and a flash point of at least 50° C. as measured according to ASTM D56, and up to 3 weight percent of one or more additional additives, and operating the electrical componentry. 12. An immersion coolant system for an electric vehicle comprising a battery pack situated in a bath, wherein the bath is in fluid communication with a heat transfer fluid reservoir comprising a dielectric heat transfer fluid consisting of an isoparaffinic oil containing at least one saturated hydrocarbon compound having from 8 to 50 carbon atoms and having a kinematic viscosity measured at 100° C. of 0.7 to 7.0 cSt and a flash point of at least 50° C. and up to 3 weight percent of one or more additional additives.","The disclosed technology relates to a heat transfer system and heat transfer method employing a dielectric oleaginous heat transfer fluid. In particular, the technology relates to a dielectric oleaginous heat transfer fluid with low electrical conductivity, low flammability, and low freeze point that provides excellent peak temperature reduction in a heat transfer system, such as that for cooling a power system of an electric vehicles.",1,"C09K5/10,H01M10/613,H01M10/625,H01M10/6567,H05K7/20236,H01M2220/20,Y02E60/10"
12385733,"1. A method for synchronizing an Optical Coherence Tomography (OCT) system, comprising: detecting when a plurality of A-line scans obtained from reflected light of a cantilever scanning fiber within a probe oscillating along a scanning path that increases in amplitude over time are no longer being obtained at a point along the oscillating scanning path when the scanning fiber reaches a minimum speed; determining a value by which a phase angle of the oscillating scanning path is out of synchronization with the plurality of A-line scans; and adjusting a trigger clock for the obtaining the plurality of A-line scans based on the value.","Methods for synchronizing an Optical Coherence Tomography (OCT) system including detection when a plurality of A-line scans obtained from reflected light of a cantilever scanning fiber within a probe oscillating along a scanning path that increases in amplitude over time are no longer being obtained at a point along the oscillating scanning path when the scanning fiber reaches a minimum speed, determining a value by which a phase angle of the oscillating scanning path is out of synchronization with the plurality of A-line scans, and adjusting a trigger clock for the obtaining the plurality of A-line scans based on the value.",13,"G01B9/02091,A61B1/0005,A61B1/0017,A61B3/102,A61B3/1233,A61B5/0066,G01B9/02044,A61B2090/3735,G01B9/02069,G01B2290/65"
12376996,"1. A hearing protector comprising two earmuffs, each earmuff having a first side facing—in use—towards an ear of a user (100) and a second side opposite to each other, wherein the earmuffs each comprise: a. a cup comprising a first side and a second side each opposite to each other, b. a cushion comprising i. a first side; ii. a second side opposite to each other; and, iii. at least one cushion sensor, wherein at least one of the earmuffs further comprises: c. a sensor module comprising i. a first side; ii. a second side opposite to each other; and, iii. at least one module sensor, wherein the sensor module is removably attached with its second side to the first side of the cup, wherein the sensor module is removably attached with its first side to the second side of the cushion; and, wherein the sensor module is connected to the at least one cushion sensor.","The present disclosure relates to a hearing protector (10) with a sensor module (30) having a module sensor (32). The sensor module (30) is removably attached to the cushion (22, 24) and the cup (12A, 14A) of the earmuff (12, 14) of the hearing protector (10). The hearing protector (10) according to present disclosure allows the arrangement of sensors at a hearing protector (10) in an easy and cost-efficient way even with multiple sensors. The advantage of such a hearing protector (10) is an easy, compact and reliable solution of a hearing protector (10) providing information about the environment and about the conditions of the user (100) or worker using such a hearing protector (10). Also, a method of retrofitting such a sensor module (30) to a hearing protector (1) is provided. Such a method is advantageous because reversible retrofitting of existing hearing protectors (1) not having the required functionality of sensors is provided.",13,"A61F11/14,A61F11/145,A61F2230/0065"
12305238,"1. A method for treating thyroid cancer of a subject, comprising: (a) obtaining a fine needle aspiration (FNA) sample of thyroid tissue of said subject, wherein said subject has or is suspected of having thyroid cancer, and wherein said FNA sample of thyroid tissue comprises messenger ribonucleic acid (mRNA); (b) subjecting a first portion of said FNA sample of thyroid tissue to cytological testing that indicates that said first portion of said FNA sample of thyroid tissue is indeterminate; (c) upon identifying said first portion of said FNA sample of thyroid tissue as indeterminate, sequencing nucleic acid molecules obtained or derived from mRNA of a second portion of said FNA sample of thyroid tissue, to yield a set of mRNA levels in said second portion of said FNA sample, wherein said set of mRNA levels corresponds to at least two genes selected from the group consisting of: ALK, CALCA, DICER1, IGF2BP3, MET, NTRK1, NTRK3, PAX8, KPNA2, SMARCA5, and THADA; (d) computer processing said set of mRNA levels from (c) to generate a classification of said FNA sample of thyroid tissue as positive for said thyroid cancer; and (e) responsive to generating said classification of said FNA sample of thyroid tissue as positive for said thyroid cancer, administering a treatment to said subject, thereby treating said thyroid cancer of said subject, wherein said treatment comprises a thyroidectomy, a lobectomy, or radioactive iodine ablation.","The present invention relates to compositions and methods for molecular profiling and diagnostics for genetic disorders and cancer, including but not limited to gene expression product markers associated with cancer or genetic disorders. In particular, the present invention provides algorithms and methods of classifying cancer, for example, thyroid cancer, methods of determining molecular profiles, and methods of analyzing results to provide a diagnosis.",10,"G16B25/10,C12Q1/6883,C12Q1/6886,G01N33/5091,G01N33/57407,G16B25/00,G16B40/00,G16B40/20,G16H40/63,G16H50/20,G16H50/30,G16Z99/00,C12Q2600/112,C12Q2600/156,C12Q2600/158,G06N20/00,G16H10/40,G16H15/00,G16H20/00,Y02A90/10"
12213044,"1. A method, comprising: determining an operating range comprising a plurality of transmission frequencies; determining a plurality of sample sets, each sample set being different from one another and including a plurality of frequencies separated by a uniform frequency range; wirelessly transmitting information identifying the sample sets for at least one remote device; for each sample set, transmitting a tone on each frequency of the sample set, transmitting the tone on each frequency being different than the information identifying the sample sets, receiving a tone on each frequency of the sample set from another device, and determining phase difference values for the received tones with respect to corresponding transmitted tones; and generating a distance estimation value for a distance to the other device with at least the phase difference values. 16. A system, comprising: a first device that includes circuits configured to: determine a plurality of sample sets, each sample set being different from one another and each including a plurality of frequencies separated from one another by a uniform frequency range; construct at least one packet for transmission that identifies the sample sets, for each sample set, transmit a tone on each frequency of the sample set, receive a tone on each frequency of the sample set from a remote device, determine phase difference values of the received tones with respect to corresponding transmitted tones; and estimate a distance to the remote device from at least the phase difference values; and an antenna system configured to transmit and receive over an operating frequency range that includes the frequencies of the sample sets and to transmit the at least one packet. 8. A device, comprising: radio circuits configured to transmit packets according to at least one communication protocol, and tones on any of a plurality of consecutive frequencies contained within an operating range for the communication protocol; control circuits configured to establish a plurality of sample sets, each sample set being different from one another and including a plurality of frequencies separated from one another by a uniform frequency range, construct at least one packet for transmission by the radio circuits that identifies the sample sets, control the radio circuits to, for each sample set, transmit a tone on each frequency of the sample set, receive a tone on each frequency of the sample set from at least one other device, determine phase difference values for the received tones relative to transmitted tones from the other device; and generate a distance estimation value for a distance to the at least one other device with at least the phase difference values.","A method can include determining a plurality of sample sets, each sample set being different from one another and including a plurality of frequencies separated by a uniform frequency range; wirelessly transmitting information identifying the sample sets for at least one remote device; for each sample set, transmitting a tone on each frequency of the sample set, receiving a tone on each frequency of the sample set from another device, and determining phase difference values for the received tones with respect to corresponding transmitted tones. From the phase shift values, a distance to the other device can be estimated. Corresponding devices and systems are also disclosed.",4,"H04W4/80,H04W4/023"
12374178,"1. A communication method for a public meeting using electronic identification badges each associated with a participant, the method comprising: positioning of a respective mobile beacon in one or more determined zones of the public meeting, the beacon issuing in the determined zone, an issued signal specific to the determined zone, the one or more determined zones comprising a badge return zone; storing, in a memory of the badge of each participant, an identifier and personal data of the participant, the badge displaying some of the personal data of the participant allowing the other participants to identify the participant; and when the participant is in the determined zone: detecting, by the badge, the signal issued by the beacon; and when the badge has detected the beacon, exchanging information between the beacon and the badge, or displaying on the badge personal data relating to the zone,, the method further comprising in the badge return zone: transferring, by the badge to the beacon, personal data of the participant; uploading, by the beacon, the participant-related data to a database; and following the uploading of the participant-related data from the beacon to the database, placing the badge in a returned state, the returned state requiring initialization before the next use of the badge.","A communication method is intended for being used during a public meeting. The method includes positioning of a mobile beacon in a zone, the beacon issuing within the zone, a signal specific to the zone, storage in a memory of the badge of each participant of an identifier and personal data of the participant, the badge displaying some of the personal data of the participant, detection by the badge of the signal issued by the beacon, when the badge has detected the beacon, exchange of information between the beacon and the badge, and/or display on the badge of personal data relating to the zone.",12,"G07C9/28,H04W4/021,G06K7/1413,G07C9/22,G07C9/27,G07C9/29,H04W4/80"
