year,patent_id,wipo,query_type,query_text,attempt_used,query_word_count,leak_overlap_count,leak_overlap_ratio,leak_query_ngram_count,status
2005,6950505,3,keyword,"search for telephony monitoring system with processor and database that detects caller‑origin and destination numbers before call transfer, logs call time, locates caller via database match, and auto‑generates a return call based on stored identifiers.",1,37,0,0.0,27,ok
2005,6950505,3,function,"Searching for systems that monitor inbound calls routed through a transfer network, determine the caller and called numbers, log timestamps, identify caller location and identity, and automatically initiate return calls without answering.",3,32,2,0.08695652173913043,23,failed_constraints
2005,6967341,13,summary,"Seeking prior art for a high‑voltage EUV or soft‑X‑ray source that employs a concentric hollow cathode and surrounding electrode, a low‑pressure gas operated on the left side of the Paschen curve, where a pressure gradient deforms plasma emitted through the cathode bore.",3,46,0,0.0,29,ok
2005,6967341,13,keyword,"Search prior art on a concentrically arranged electrode system for EUV/soft X‑ray generation, where a hollow cathode with a recess directs discharge gas into a coaxial anode chamber, plasma is produced by high‑voltage on the left side of the Paschen curve, and plasma shape is controlled by a gas‑pressure gradient.",3,54,0,0.0,32,failed_constraints
2005,6967341,13,function,"How can a hollow cathode housed within a concentric high‑voltage electrode be used to produce extreme ultraviolet or soft X‑ray emissions by establishing a low‑pressure gas discharge on the left side of the Paschen curve, then varying the surrounding gas pressure to control plasma position?",3,48,0,0.0,32,ok
2005,6922021,1,summary,"Design of a high‑frequency resonant dielectric waveguide lamp that efficiently couples microwaves through drive and feedback probes to sustain plasma in a bulb, minimizing reflected power by tuning resonant modes before and after ignition.",1,35,0,0.0,24,ok
2005,6922021,1,keyword,"Search for a microwave‑resonant plasma lamp comprising a dielectric waveguide with ε > 2, integrated chamber, sealed bulb or lens, drive, feedback, and optional start probes, optimized for impedance matching during single and higher‑order modes.",3,36,0,0.0,24,ok
2005,6922021,1,function,"Search for dielectric waveguide resonator lamps employing microwave power coupling via drive, feedback, and start probes to control resonant modes, minimize reflected power, achieve efficient plasma formation, and provide luminous output.",1,31,0,0.0,25,ok
2005,6911922,4,summary,Search for patents describing a technique that layers an auxiliary channel onto a standard data link by selectively re-encoding packet segments and inverting running disparity to increase effective bandwidth while maintaining signal integrity.,1,34,0,0.0,24,ok
2005,6911922,4,keyword,"Search for methods and devices that encode portions of data/control/idle words within packets, employing reversible running‑disparity techniques to overlay a secondary channel on a primary data stream, thereby increasing channel capacity and maintaining signal balance.",1,38,0,0.0,27,ok
2005,6911922,4,function,"Search patents describing a method that overlays a secondary data channel onto a primary communication line by encoding portions of packet words and flipping the polarity of the encoded word's running disparity, thereby increasing throughput for data, control, or idle packets.",2,42,0,0.0,27,ok
2005,6933506,1,summary,"Search for microstrip gas detectors where alternating front‑surface electrodes are surrounded by floating dielectric islands that store charge, inducing stronger signals in orthogonal rear‑surface readouts, improving compactness and performance.",1,31,0,0.0,22,ok
2005,6933506,1,keyword,"Search for microstrip gas detector designs featuring an insulating substrate with alternating high‑voltage electrodes, rear‑side readout strips crossing front surface anodes, conductive floating isolation zones, and charge‑retaining pad regions that enhance signal induction via orthogonal readouts.",3,39,0,0.0,32,ok
2005,6933506,1,function,Search for gas‑ionization detectors using front‑side alternating conductive strips with rear‑side orthogonal readout electrodes and electrically isolated floating cells that improve signal induction across the gas volume.,2,30,0,0.0,23,ok
2005,6860145,10,summary,"Search for vehicle chassis dynamometer that uses multiple independent drum assemblies driven by distinct motors, each with its own loading measurement and torque sensor, coordinated by a master controller for independent power assessment.",1,33,0,0.0,22,ok
2005,6860145,10,keyword,"Searching for patent disclosures of motorized vehicle chassis dynamometers featuring isolated roller assemblies driven by independent motors, separate loading dynamometers for power measurement, dedicated motor and dynamometer controllers, and torque‑reaction sensors linked to a central supervisory controller.",1,38,0,0.0,28,ok
2005,6860145,10,function,"motorized system for vehicle testing that includes separate motors for driving rollers and independent load measuring units, with central controller coordinating driving and load operations, enabling precise measurement of vehicle input power without driving load units.",3,36,1,0.037037037037037035,27,failed_constraints
2005,6894376,8,summary,"Search for methods that enlarge integrated circuit die area within a leadframe by thinning contact regions near the die attach pad, allowing the die to overhang beyond those contacts while keeping the pads coplanar and bonding to recessed leads.",3,39,1,0.037037037037037035,27,failed_constraints
2005,6894376,8,keyword,"Leadless leadframe IC packaging with a die attach pad and recessed contact zones, where the inner contact region is lower than the pad to allow die overhang and broader die area, external contact outer ring for wire bonding, exposed lower contacts, and molded plastic encapsulation.",3,45,1,0.03125,32,failed_constraints
2005,6894376,8,function,"Leadless leadframe IC packaging with a coplanar base, thinner inner contact regions to allow the die overhang beyond the contact pad limits, bonding to peripheral contact portions, and plastic encapsulation leaving contact surfaces exposed for increased die area utilization.",2,39,0,0.0,29,ok
2005,6976334,29,summary,"Search patents describing a ground‑mounted planting container that uses a downward‑slope, water‑ and light‑impervious wall to funnel moisture into a central opening, includes keyways for detachable domed cover insertion, and prevents weed growth around a single plant.",2,40,0,0.0,28,ok
2005,6976334,29,keyword,"Search for outdoor planter assemblies featuring a central aperture, sloped frusto‑conical wall, liquid‑impermeable inner surface, stake‑compatible flange with keyway openings for detachable domed transparent covers, and integrated plant or animal cage mounts.",1,35,0,0.0,27,ok
2005,6976334,29,function,"Look for an outdoor planter that directs water to a central opening and limits weed growth, using a downward‑sloping impervious shell, a removable dome cover attached by keyway‑to‑pin fasteners, and a flange enabling stake anchoring and cage insertion.",1,41,0,0.0,26,ok
2005,6949512,16,summary,Retrieve prior art for using bacterial LPS-binding protein or engineered variants to elevate serum protein and suppress cytokine release in septic patients caused by gram‑negative or gram‑positive bacteria.,3,31,2,0.09090909090909091,22,failed_constraints
2005,6949512,16,keyword,"Search for prior art on sepsis therapeutics comprising bacterial polysaccharide‑binding protein variants, including murine, rabbit, or human‑derived forms, used to raise serum protein to inhibit endotoxin‑triggered cytokine release in gram‑negative and gram‑positive septicemia.",2,38,0,0.0,29,ok
2005,6949512,16,function,"Search for therapeutic methods that administer a protein capable of binding bacterial endotoxin to raise serum binding protein levels, thereby reducing cytokine release in gram‑negative or gram‑positive septicemia using native or engineered variants.",2,35,0,0.0,25,ok
2005,6868867,31,summary,Search for modular fluid control assemblies featuring a two‑layer block coupling system that interconnects sequential valves in rows and laterally links adjacent rows via screw‑mounted longitudinal and lateral channels.,1,31,0,0.0,23,ok
2005,6868867,31,keyword,"Search for modular hydraulic device arrays featuring an upper and lower interconnect modules with block couplings, longitudinal and lateral flow channels, through‑pass access ports, base plate mounting via screws, and series‑parallel routing for multiple control units.",2,38,0,0.0,29,ok
2005,6868867,31,function,"Modular fluid control system that arranges devices in series rows and links them with a two‑layer block‑coupling network, using longitudinal and lateral channels and screw‑mounted connectors to a base plate for flexible series–parallel fluid routing.",1,39,0,0.0,26,ok
2005,6979273,33,summary,Search for a baseball batting aid featuring a rotatable bar pivoted from a base plate that uses a ratchet‑pawl system for angular control and a sliding stand on the bar for linear radial adjustment of a ball holder.,1,39,0,0.0,22,ok
2005,6979273,33,keyword,"rotatable batting training apparatus with a vertical axle through a home plate, a radial bar mounted on the axle, a two‑way ratchet comprising a gear wheel and a pawl driven by a spring, and a telescoping stand sliding in a radial groove to hold a baseball",2,47,0,0.0,27,ok
2005,6979273,33,function,"Search for a device that rotates a bar around a center axle with a ratchet, allowing radial linear movement of a stand holding a baseball, enabling batters to practice swings and adjust angles.",3,33,0,0.0,19,ok
2005,6925005,6,summary,"Search for semiconductor memory designs incorporating a page‑buffer that adapts read‑sense timing based on the spatial distance of a target cell from the buffer, using reference cell arrays to calibrate sense delays across multiple word‑line regions.",1,39,0,0.0,27,ok
2005,6925005,6,keyword,"Search for non‑volatile memory circuits employing a memory cell array with bit and word lines, a page buffer performing sense‑timing based on pre‑charged bit line discharge, and adaptive timing using reference cell array regions or distance‑dependent delays.",3,41,5,0.16129032258064516,31,failed_constraints
2005,6925005,6,function,"Search for DRAM/flash memory designs that use a page buffer, variable sense timing depending on cell‑to‑buffer distance, and reference cells to dynamically adjust sense margin for long word lines.",2,32,0,0.0,22,ok
2005,6901197,9,summary,"Optical fiber with core, inner cladding containing lower‑index sub‑regions, and an outer cladding whose index exceeds the inner average, achieving negligible attenuation of the fundamental mode (<0.1 dB/m at 15 mm bend) while strongly attenuating first higher‑order modes (>1 dB/m at 30 mm) and maintaining a mode‑field diameter of 8–50 µm.",3,59,3,0.07692307692307693,39,failed_constraints
2005,6901197,9,keyword,"Search for optical fiber designs with a core of index n1, inner cladding of lower index n2 incorporating sub‑medium regions n3, and outer cladding index n4, achieving <0.1 dB/m fundamental‑mode loss at 15 mm bend and >1 dB/m loss for secondary modes at 30 mm, mode‑field 8–50 µm.",3,55,2,0.05555555555555555,36,failed_constraints
2005,6901197,9,function,"Search for optical fibers featuring a core, inner cladding with lower‑index sub‑regions, an outer cladding of higher index, achieving <0.1 dB/m bending loss for the fundamental mode at a 15 mm diameter and >1 dB/m loss for non‑fundamental modes at a 30 mm diameter.",3,50,3,0.1,30,failed_constraints
2005,6948416,32,summary,"Search for prior art on real‑time calculation of pneumatic‑assistance boost in vehicle brake servomotors using simultaneous vacuum and hydraulic pressure sensors, where the pressure difference is derived from a characteristic operating curve to obtain instantaneous amplification.",2,38,0,0.0,25,ok
2005,6948416,32,keyword,"Search patents describing an automotive brake‑assist device that uses a pneumatic‑servomotor with separate vacuum and working chambers, where sensors detect vacuum level and master‑cylinder pressure, and a data processor computes the current amplification factor from a saturation characteristic curve and ΔP.",1,44,0,0.0,28,ok
2005,6948416,32,function,"How to determine real‑time amplification ratio of a vacuum‑assisted brake servo by concurrently measuring vacuum level in its low‑pressure chamber and hydraulic pressure at the master cylinder outlet, then interpreting those signals via a lookup mapping of operating points to calculate the pressure differential governing clutch actuation?",2,50,0,0.0,35,ok
2005,6841618,17,summary,"Search for a thermoplastic blend formed by dynamic vulcanization of an ethylene‑based copolymer containing vinyl‑alcohol units and a carboxyl‑functionalized block copolymer with aromatic and conjugated diene blocks that is crosslinked with an amine, providing excellent gas and liquid barrier and flexibility.",2,44,0,0.0,27,ok
2005,6841618,17,keyword,"Search for thermoplastic blends produced via dynamic vulcanization of a copolymer of ethylene and vinyl alcohol with a carboxylated block copolymer comprising an aromatic vinyl block and a conjugated diene block, crosslinked using an amine‑based crosslinker, targeting 10–60 % ethylene content, 1–20 g/10 min MFR, and enhanced gas/organic liquid barrier.",3,54,4,0.10526315789473684,38,failed_constraints
2005,6841618,17,function,"Search for thermoplastic blends formed by dynamic vulcanization of a polyethylene–ethylene copolymer matrix with a carboxyl‑functionalized blend of aromatic and conjugated diene blocks, crosslinked by a low‑molecular‑weight amine, offering superior gas and liquid barrier while maintaining flexibility.",2,41,0,0.0,28,ok
2005,6880695,26,summary,"board processing system with belt‑mounted workpiece, dual screw shafts driven by servo, movable clamps on each end via cylinders, and hydraulically actuated push rollers to transfer the board onto a processing unit.",1,33,0,0.0,24,ok
2005,6880695,26,keyword,"search for conveyor apparatus featuring dual screw shafts driven by servomotor, linear actuators with belt clamp mechanisms, and pneumatic pushing rollers for precisely handling PCBs within a processing unit.",2,29,0,0.0,21,ok
2005,6880695,26,function,"Search for patent claims describing a machine that uses a belt driven by pulleys, screw shafts operated by a servomotor, and cylinder‑actuated grasping members that secure both ends of a board, while roller assemblies push the board onto a processing station.",1,42,0,0.0,27,ok
2005,6850402,1,summary,"Search for a power control arrangement employing dual switching networks that regulate solenoid current by selectively toggling two MOSFETs and a series resistor, minimizing energy loss during off commands, lowering EMI, and providing rapid actuation.",2,35,0,0.0,26,ok
2005,6850402,1,keyword,"Search for an integrated solenoid driver using dual MOSFET switching arrays, where one MOSFET is paralleled with a resistor and the other is series‑connected with a separate resistor, linked by a diode, and controlled by a command signal plus real‑time current feedback to cut waste heat and EMI.",2,50,0,0.0,30,ok
2005,6850402,1,function,"solenoid current control using dual MOSFET switching networks that limit current and reduce resistor dissipation during off commands, improving efficiency and lowering EMI, employing comparator‑based current sensing and gate‑drive logic for fast response.",2,35,0,0.0,28,ok
2005,6940362,2,summary,Searching for printed circuit arrangements that balance signal transit times between multiple ICs by embedding alternately spaced inductive and capacitive segments within signal traces to tune propagation speed.,2,28,0,0.0,21,ok
2005,6940362,2,keyword,Search for multilayer PCB interconnect design using alternating inductive and capacitive trace segments with equal spacing to match signal propagation times between synchronized ICs.,3,24,0,0.0,18,ok
2005,6940362,2,function,"PCB having several IC mounting sites interlinked by routing patterns that incorporate sequential, evenly spaced inductive‑capacitive pair structures to tune and equalize signal propagation times, enabling simultaneous synchronous communication between ICs.",1,32,0,0.0,26,ok
2005,6844726,10,summary,"Vectorial magnetometer that derives three‑axis magnetic field components from a scalar sensor by applying frequency‑specific periodic fields through orthogonal coils, synchronously demodulating in‑phase and quadrature, computing the sensor’s transfer function at each frequency, and correcting the component amplitudes.",1,42,0,0.0,29,ok
2005,6844726,10,keyword,"Search for a vector‑field detection system that uses a scalar magnetometer, orthogonal modulation coils (x, y, z), separate drive frequencies, synchronous in‑phase and quadrature demodulation, double‑pass demodulators, and a transfer‑function‑based correction module for each axis.",1,40,0,0.0,26,ok
2005,6844726,10,function,"Search for methods that combine a scalar magnetometer with three orthogonal coils delivering frequency‑specific modulation currents, perform in‑phase and quadrature synchronous demodulation, derive transfer functions per frequency, and apply corrections to obtain accurate magnetic vectors along each axis.",3,40,0,0.0,30,ok
2005,6895369,3,summary,"Search for techniques to monitor automation endpoints using state‑transition logs and acknowledgment‑based telegram sequencing to reconstruct previous state changes, including preservation of historic transitions.",1,26,0,0.0,19,ok
2005,6895369,3,keyword,"Search for PLC automation systems where terminals send control unit notifications, awaiting acknowledgment, and embed dual‑state transition indicators (E01, E10) within signed frames.",2,24,0,0.0,19,ok
2005,6895369,3,function,"Search for methods enabling automated terminal monitoring where each terminal indicates state transitions via distinct telegram components, and requires confirmation from a central unit before retransmission of state updates, thus preserving accurate history of state changes.",3,36,0,0.0,27,ok
2005,6872087,2,summary,"Search patents for a circuit board enclosure that uses a bulkhead housing and a detachable cover that clamps over a connector's port, with a coupling mechanism running through the cover, the enclosure, and the connector to secure the cover while allowing later disconnection for signal insertion.",2,47,0,0.0,27,ok
2005,6872087,2,keyword,"bulkhead aperture coupling member method for shielding connector interface port with a releasable cover and threaded latch, protecting a SCSI connector opening on a printed circuit substrate, incorporating an O‑ring seal and removable cover assembly.",2,36,0,0.0,24,ok
2005,6872087,2,function,Search for systems using a bulkhead with an opening that allows a connector with a protected interface aperture to be inserted and secured by a releasable cover coupled via a threaded or latching member.,3,34,0,0.0,17,ok
2005,6917882,16,summary,Computational design of chimeric oligonucleotide primers for DNA recombination via in silico crossover of parent sequences and selection of informative substrings for experimental recombination.,1,24,0,0.0,15,ok
2005,6917882,16,keyword,"search for computed oligonucleotide libraries generated by crossover operators applied to aligned parental DNA or peptide sequences, yielding chimeric oligos separated by identified crossover points for in vitro recombination.",1,29,0,0.0,20,ok
2005,6917882,16,function,"Search for computational methods that align multiple parental nucleic acid sequences containing heterologous regions, identify homologous segments, simulate recombination at chosen sites, generate chimeric derivative sequences, and extract oligonucleotide primers for laboratory recombination.",2,33,0,0.0,26,ok
2005,6970247,10,summary,An array of conformal fiber‑optic sensors gathers reflectivity changes as an object interacts with its surroundings; a PC processes the data for real‑time 2‑D/3‑D mapping of events such as water flow over a towed hull.,3,40,3,0.13636363636363635,22,failed_constraints
2005,6970247,10,keyword,Search for systems incorporating arrays of optical fiber sensors attached to object surfaces that detect boundary reflectivity changes using OTDR and TDM multiplexing for real-time 3D visualization of towed vessel interactions with water.,2,34,0,0.0,24,ok
2005,6970247,10,function,"Dynamic measurement of object‑environment interaction via conformal optical fiber sensor arrays that detect reflectivity changes at fiber‑water boundaries, processed in real time to produce 2‑/3‑dimensional visualizations and data recordings, using time‑division multiplexed OTDR systems.",1,39,0,0.0,29,ok
2005,6941521,6,summary,"Search for techniques that dynamically create user interfaces from XML by mapping elements to visual components, computing layout via defined hierarchies, and rendering views where component sizes and positions follow hierarchical relationships and layout rules.",2,35,0,0.0,24,ok
2005,6941521,6,keyword,"Search for prior art on building GUIs from XML‑based visual elements using a hierarchical layout model that defines relationships between display objects, where rendering rules place each component on a layout window according to the XML element hierarchy.",3,39,4,0.14814814814814814,27,failed_constraints
2005,6941521,6,function,"How to generate a dynamic GUI from XML by mapping elements to UI widgets and arranging them per a hierarchy of layout rules that dictate relative positioning, size, and styling.",3,30,0,0.0,17,ok
2005,6931759,34,summary,"Search for a clothes dryer system that uses an internal drum humidity sensor and an exhaust‑duct temperature probe to calculate drying progress, enabling adaptive control of drying cycles for improved energy efficiency and performance.",1,35,0,0.0,23,ok
2005,6931759,34,keyword,"Search for exhaust clothes dryer with drum-mounted humidity electrode and exhaust‑duct thermistor, utilizing voltage‑based moisture sensing and temperature change detection to compute dryness state changes for precise control of dryer performance and energy efficiency.",1,37,0,0.0,27,ok
2005,6931759,34,function,"Search for dryer apparatus enabling accurate clothes drying by measuring internal drum humidity with an electrode sensor and exhaust air temperature with a thermistor, then comparing signals to adjust the drying cycle for enhanced efficiency.",1,35,0,0.0,23,ok
2005,6846426,10,summary,"Search for a micro‑machining technique that fills a suspended conduit with an upper layer, patterns and etches holes through the filler to the substrate, then deposits bridging material through those holes to seal and narrow the micro‑channel.",1,39,0,0.0,24,ok
2005,6846426,10,keyword,"Search for techniques to partially fill microchannels with infill materials, pattern and etch a hole to substrate, then deposit a bridging film that contacts substrate through the opening—used for suspending bridged microstructures or sealing wafer channels.",3,37,1,0.041666666666666664,24,failed_constraints
2005,6846426,10,function,"methods for bridging micro‑scale channels in wafers by partially filling with a removable infill, selectively etching to create access holes, then depositing conductive or structural material to connect channel ends and reinforce suspended features.",1,35,0,0.0,24,ok
2005,6928972,27,summary,"Search for systems that auto‑shut down a main diesel engine after an idle period, automatically switch to a secondary engine‑driven generator for auxiliary power, shed loads, with start triggers such as low coolant, battery or pressure, ensuring reliable HVAC power.",1,42,0,0.0,30,ok
2005,6928972,27,keyword,"Search for auxiliary power units for large diesel engines that employ a secondary engine coupled to an electrical generator, an idle‑timer controlled auto‑shutdown of the primary engine, load shedding, and conditional secondary start‑up for heating, HVAC, and reliability under varying weather.",3,44,4,0.13333333333333333,30,failed_constraints
2005,6928972,27,function,"Search for systems where a secondary engine linked to a generator supplies power and climate control while a timed control system terminates the primary diesel engine after a set idle period, transfers loads, and initiates the secondary engine under low coolant, voltage, or pressure conditions.",2,45,0,0.0,31,ok
2005,6881249,16,summary,"Search for biocompatible colored microparticles with inert outer shells, chromophore cores, and energy‑absorbing agents that rupture upon irradiation, enabling controlled release of pigment for reversible tissue coloration and active removal by laser or flash‑lamp.",3,36,1,0.04,25,failed_constraints
2005,6881249,16,keyword,"Search for prior art on colored microcapsules with inert shell layers and embedded chromophore cores that rupture or alter under targeted electromagnetic energy such as laser or high‑intensity light, enabling controlled deposition or removal of visible tissue marks.",2,39,0,0.0,27,ok
2005,6881249,16,function,"search for biodegradable microparticles coated with inert shell and chromophore core that rupture or degrade when exposed to specific electromagnetic energy, enabling reversible tattoo marking in biological tissues.",3,28,0,0.0,18,ok
2005,6938994,28,summary,"search for methods and devices for temperature‑regulated inkjet printheads that sense the substrate temperature, preheat thermal actuators with sub‑ejection pulses to reach a threshold before printing, avoiding premature ink ejection.",1,32,0,0.0,22,ok
2005,6938994,28,keyword,"Ink‑jet printhead with a nozzle array on a substrate, each nozzle comprising a thermal displacement actuator, ink chamber, and activation unit; integrated temperature sensor measures substrate temperature, triggering preheating pulses that raise the substrate above a threshold without ejecting ink.",3,41,4,0.13333333333333333,30,failed_constraints
2005,6938994,28,function,"Search for systems using temperature‑sensing elements on a substrate, with thermal actuators actuated by sub‑ejection energy pulses to pre‑heat before ink discharge, enabling controlled printing when the substrate temperature reaches a specified threshold.",2,36,0,0.0,25,ok
2005,6964797,21,summary,"Laminated paper‑core packaging for liquid foods that uses two barrier layers of EVOH and polyamide fused directly, lacks adhesive or aluminium, enables heat sealing, and protects moisture transfer, all fabricated by co‑extrusion.",3,34,3,0.12,25,failed_constraints
2005,6964797,21,keyword,"Search for novel paper‑cardboard core packaging laminate featuring dual barrier layers of ethylene‑vinyl alcohol copolymer and polyamide joined without adhesive, flanked by polymeric heat‑sealable films, produced by co‑extrusion, excluding aluminum, for oxygen and aroma protection of liquid foods.",3,42,5,0.15625,32,failed_constraints
2005,6964797,21,function,"Laminated barrier film with a paper core and directly joined EVOH–polyamide layers devoid of adhesive, covered by polymer sealant skins, enabling robust oxygen and aroma barrier for liquid dairy and juice containers, produced by melt co‑extrusion without aluminum, preventing moisture‑induced defects during sealing.",2,46,0,0.0,35,ok
2005,6844324,16,summary,"In what way does a modular peptide delivery system, featuring a binding peptide, a membrane fusion peptide, a receptor‑recognition ligand, and a backbone of lysine and aspartic acid repeats, facilitate efficient intracellular transport of large molecules such as plasmid DNA in vitro?",3,43,3,0.10714285714285714,28,failed_constraints
2005,6844324,16,keyword,"Search for peptide‑based gene delivery vectors containing binding modules, diverse membrane‑fusion peptides, promoter‑driven DNA cargo, and targeting moieties, all assembled on polylysine‑polysuccinimide backbones for in vitro membrane translocation and cellular uptake.",3,35,0,0.0,27,ok
2005,6844324,16,function,"Search for modular peptide carriers that attach binding, cell‑penetrating, and receptor‑binding motifs to a polymeric amino‑acid backbone for efficient DNA delivery into cultured cells.",2,27,0,0.0,18,ok
2005,6838287,10,summary,"A method for measuring the heat transfer property of a target component in multi‑component fluid mixtures by heating a sensor element to an elevated temperature and reading a nearby temperature probe, thereby reducing interference from other components with varied thermal conductivities.",3,42,0,0.0,26,ok
2005,6838287,10,keyword,"Search for a microbridge‑based fluid mixture monitor with a heater and temperature probe that uses elevated heating to suppress variable interference from CO₂ and H₂O, enabling accurate measurement of hydrogen’s thermal conductivity.",2,34,0,0.0,20,ok
2005,6838287,10,function,"Search for methods using a heated microstructure probe with an adjacent temperature detector to selectively measure a specific component’s thermal property in mixed gases, where the probe’s operating temperature is chosen to suppress influence of other components (e.g., CO₂, H₂O) and enable rapid, low‑cost concentration monitoring.",2,50,0,0.0,30,ok
2005,6943773,6,summary,"Computing device utilizes a deflectable display with discrete LED elements, where a touch sensor measures bending; the processor interprets deflection rate to dynamically scroll and blend portions of successive pages stored in memory, allowing continuous page transition based on user‑defined proximity.",1,42,0,0.0,30,ok
2005,6943773,6,keyword,"Search for patent documents that disclose a handheld computing device equipped with a tilt‑sensitive OLED display, a memory housing paginated content, a controller interpreting tilt sensor input to sequentially render overlapping page segments based on tilt angle.",1,38,0,0.0,27,ok
2005,6943773,6,function,"Search for prior art comprising a device with a deflectable display and a deflection sensor that controls sequential page rendering, where deflection magnitude dictates the display rate and the overlap of current and next paginated content on a portion of the screen.",1,42,0,0.0,23,ok
2005,6846923,28,summary,"Search for high‑molecular‑weight polysaccharides made by coupling sugar monomers through oxime bonds generated by galactose oxidase‑catalyzed oxidation of vicinal alcohols and subsequent reaction with hydroxylamines, for paper‑finishing or drug delivery.",1,34,0,0.0,24,ok
2005,6846923,28,keyword,"Search for polysaccharide polymers containing oxime linkages formed by oxidative polycondensation of saccharide units bearing hydroxyiminyl groups, catalyzed by galactose oxidase, for paper strengthening or drug delivery applications.",1,28,0,0.0,20,ok
2005,6846923,28,function,"Search for enzymatic or chemical methods producing polysaccharide or carbohydrate polymers with oxime linkages in paper or medical delivery contexts, focusing on glycosyl monomers bearing -ONH2 or aldehyde precursors oxidized by oxidases, yielding polymers of MW 1000–10,000 for enhanced strength or biocompatibility.",1,44,0,0.0,30,ok
